Time,Temperature °C
13:11:36,21.94
13:11:37,21.94
13:11:37,22.0
13:11:38,22.0
13:11:39,22.0
13:11:40,22.0
13:11:40,22.0
13:11:41,22.0
13:11:42,22.0
13:11:43,22.0
13:11:44,22.0
13:11:44,22.0
13:11:45,22.0
13:11:46,22.06
13:11:47,22.06
13:11:47,22.06
13:11:48,22.06
13:11:49,22.06
13:11:50,22.06
13:11:51,22.06
13:11:51,22.06
13:11:52,22.06
13:11:53,22.06
13:11:54,22.06
13:11:55,22.06
13:11:55,22.06
13:11:56,22.06
13:11:57,22.06
13:11:58,22.06
13:11:58,22.06
13:11:59,22.06
13:12:00,22.06
13:12:01,22.06
13:12:02,22.06
13:12:02,22.06
13:12:03,22.06
13:12:04,22.06
13:12:05,22.06
13:12:05,22.06
13:12:06,22.06
13:12:07,22.06
13:12:08,22.06
13:12:09,22.06
13:12:09,22.06
13:12:10,22.06
13:12:11,22.06
13:12:12,22.06
13:12:13,22.06
13:12:13,22.06
13:12:14,22.06
13:12:15,22.06
13:12:16,22.06
13:12:16,22.06
13:12:17,22.06
13:12:18,22.06
13:12:19,22.06
13:12:20,22.06
13:12:20,22.06
13:12:21,22.06
13:12:22,22.06
13:12:23,22.06
13:12:23,22.06
13:12:24,22.06
13:12:25,22.06
13:12:26,22.06
13:12:27,22.06
13:12:27,22.06
13:12:28,22.06
13:12:29,22.06
13:12:30,22.06
13:12:31,22.06
13:12:31,22.06
13:12:32,22.06
13:12:33,22.06
13:12:34,22.06
13:12:34,22.06
13:12:35,22.06
13:12:36,22.06
13:12:37,22.06
13:12:38,22.06
13:12:38,22.06
13:12:39,22.06
13:12:40,22.06
13:12:41,22.06
13:12:41,22.06
13:12:42,22.06
13:12:43,22.06
13:12:44,22.06
13:12:45,22.06
13:12:45,22.06
13:12:46,22.06
13:12:47,22.06
13:12:48,22.06
13:12:49,22.06
13:12:49,22.06
13:12:50,22.06
13:12:51,22.06
13:12:52,22.06
13:12:52,22.06
13:12:53,22.06
13:12:54,22.06
13:12:55,22.06
13:12:56,22.06
13:12:56,22.06
13:12:57,22.06
13:12:58,22.06
13:12:59,22.06
13:12:59,22.06
13:13:00,22.06
13:13:01,22.06
13:13:02,22.06
13:13:03,22.06
13:13:03,22.06
13:13:04,22.06
13:13:05,22.06
13:13:06,22.06
13:13:07,22.06
13:13:07,22.06
13:13:08,22.06
13:13:09,22.06
13:13:10,22.06
13:13:10,22.06
13:13:11,22.06
13:13:12,22.06
13:13:13,22.06
13:13:14,22.06
13:13:14,22.06
13:13:15,22.06
13:13:16,22.06
13:13:17,22.06
13:13:17,22.06
13:13:18,22.06
13:13:19,22.06
13:13:20,22.06
13:13:21,22.06
13:13:21,22.06
13:13:22,22.06
13:13:23,22.06
13:13:24,22.06
13:13:25,22.06
13:13:25,22.06
13:13:26,22.06
13:13:27,22.06
13:13:28,22.06
13:13:28,22.06
13:13:29,22.06
13:13:30,22.06
13:13:31,22.06
13:13:32,22.06
13:13:32,22.06
13:13:33,22.06
13:13:34,22.06
13:13:35,22.06
13:13:35,22.06
13:13:36,22.06
13:13:37,22.06
13:13:38,22.06
13:13:39,22.06
13:13:39,22.06
13:13:40,22.06
13:13:41,22.06
13:13:42,22.06
13:13:43,22.06
13:13:43,22.06
13:13:44,22.06
13:13:45,22.06
13:13:46,22.06
13:13:46,22.06
13:13:47,22.06
13:13:48,22.0
13:13:49,22.0
13:13:50,21.94
13:13:50,21.94
13:13:51,21.87
13:13:52,21.87
13:13:53,21.87
13:13:53,21.81
13:13:54,21.81
13:13:55,21.75
13:13:56,21.75
13:13:57,21.75
13:13:57,21.75
13:13:58,21.69
13:13:59,21.69
13:14:00,21.69
13:14:01,21.69
13:14:01,21.62
13:14:02,21.62
13:14:03,21.62
13:14:04,21.62
13:14:04,21.62
13:14:05,21.62
13:14:06,21.56
13:14:07,21.56
13:14:08,21.56
13:14:08,21.56
13:14:09,21.56
13:14:10,21.56
13:14:11,21.56
13:14:11,21.56
13:14:12,21.56
13:14:13,21.5
13:14:14,21.5
13:14:15,21.5
13:14:15,21.5
13:14:16,21.5
13:14:17,21.5
13:14:18,21.5
13:14:19,21.5
13:14:19,21.5
13:14:20,21.5
13:14:21,21.5
13:14:22,21.5
13:14:22,21.5
13:14:23,21.5
13:14:24,21.5
13:14:25,21.5
13:14:26,21.5
13:14:26,21.5
13:14:27,21.5
13:14:28,21.5
13:14:29,21.5
13:14:29,21.5
13:14:30,21.5
13:14:31,21.5
13:14:32,21.5
13:14:33,21.5
13:14:33,21.5
13:14:34,21.5
13:14:35,21.5
13:14:36,21.5
13:14:37,21.5
13:14:37,21.5
13:14:38,21.5
13:14:39,21.5
13:14:40,21.5
13:14:40,21.5
13:14:41,21.5
13:14:42,21.5
13:14:43,21.5
13:14:44,21.5
13:14:44,21.5
13:14:45,21.5
13:14:46,21.5
13:14:47,21.5
13:14:47,21.5
13:14:48,21.5
13:14:49,21.5
13:14:50,21.5
13:14:51,21.5
13:14:51,21.5
13:14:52,21.5
13:14:53,21.56
13:14:54,21.56
13:14:55,21.62
13:14:55,21.62
13:14:56,21.69
13:14:57,21.75
13:14:58,21.75
13:14:58,21.81
13:14:59,21.87
13:15:00,21.94
13:15:01,22.0
13:15:02,22.06
13:15:02,22.06
13:15:03,22.12
13:15:04,22.19
13:15:05,22.25
13:15:05,22.31
13:15:06,22.37
13:15:07,22.44
13:15:08,22.5
13:15:09,22.56
13:15:10,22.62
13:15:11,22.69
13:15:12,22.75
13:15:13,22.81
13:15:13,22.87
13:15:14,22.94
13:15:15,23.0
13:15:16,23.06
13:15:16,23.12
13:15:17,23.19
13:15:18,23.25
13:15:19,23.31
13:15:20,23.37
13:15:20,23.44
13:15:21,23.5
13:15:22,23.56
13:15:23,23.62
13:15:24,23.69
13:15:24,23.75
13:15:25,23.81
13:15:26,23.87
13:15:27,23.94
13:15:27,24.0
13:15:28,24.06
13:15:29,24.12
13:15:30,24.19
13:15:31,24.25
13:15:31,24.31
13:15:32,24.37
13:15:33,24.44
13:15:34,24.5
13:15:35,24.56
13:15:35,24.62
13:15:36,24.69
13:15:37,24.75
13:15:38,24.81
13:15:38,24.87
13:15:39,24.94
13:15:40,25.0
13:15:41,25.06
13:15:42,25.12
13:15:42,25.19
13:15:43,25.25
13:15:44,25.31
13:15:45,25.37
13:15:45,25.44
13:15:46,25.5
13:15:47,25.56
13:15:48,25.62
13:15:49,25.69
13:15:49,25.75
13:15:50,25.81
13:15:51,25.87
13:15:52,25.94
13:15:53,26.0
13:15:53,26.06
13:15:54,26.12
13:15:55,26.19
13:15:56,26.25
13:15:56,26.31
13:15:57,26.37
13:15:58,26.44
13:15:59,26.44
13:16:00,26.5
13:16:00,26.56
13:16:01,26.62
13:16:02,26.69
13:16:03,26.75
13:16:03,26.81
13:16:04,26.87
13:16:05,26.94
13:16:06,27.0
13:16:07,27.06
13:16:07,27.12
13:16:08,27.19
13:16:09,27.25
13:16:10,27.25
13:16:11,27.31
13:16:11,27.37
13:16:12,27.44
13:16:13,27.5
13:16:14,27.56
13:16:14,27.62
13:16:15,27.69
13:16:16,27.75
13:16:17,27.81
13:16:18,27.81
13:16:18,27.87
13:16:19,27.94
13:16:20,28.0
13:16:21,28.06
13:16:21,28.12
13:16:22,28.12
13:16:23,28.19
13:16:24,28.25
13:16:25,28.31
13:16:25,28.37
13:16:26,28.44
13:16:27,28.44
13:16:28,28.5
13:16:29,28.56
13:16:29,28.62
13:16:30,28.69
13:16:31,28.75
13:16:32,28.81
13:16:32,28.81
13:16:33,28.87
13:16:34,28.94
13:16:35,29.0
13:16:36,29.06
13:16:36,29.12
13:16:37,29.19
13:16:38,29.25
13:16:39,29.31
13:16:39,29.37
13:16:40,29.44
13:16:41,29.5
13:16:42,29.56
13:16:43,29.62
13:16:43,29.69
13:16:44,29.69
13:16:45,29.75
13:16:46,29.81
13:16:47,29.87
13:16:47,29.94
13:16:48,30.0
13:16:49,30.06
13:16:50,30.06
13:16:50,30.12
13:16:51,30.19
13:16:52,30.25
13:16:53,30.31
13:16:54,30.37
13:16:54,30.44
13:16:55,30.5
13:16:56,30.56
13:16:57,30.56
13:16:57,30.62
13:16:58,30.69
13:16:59,30.75
13:17:00,30.81
13:17:01,30.87
13:17:01,30.94
13:17:02,30.94
13:17:03,31.0
13:17:04,31.06
13:17:05,31.12
13:17:05,31.19
13:17:06,31.19
13:17:07,31.25
13:17:08,31.31
13:17:08,31.37
13:17:09,31.44
13:17:10,31.44
13:17:11,31.5
13:17:12,31.56
13:17:12,31.62
13:17:13,31.69
13:17:14,31.75
13:17:15,31.81
13:17:15,31.81
13:17:16,31.87
13:17:17,31.94
13:17:18,32.0
13:17:19,32.06
13:17:19,32.06
13:17:20,32.13
13:17:21,32.19
13:17:22,32.25
13:17:23,32.31
13:17:23,32.38
13:17:24,32.44
13:17:25,32.44
13:17:26,32.5
13:17:26,32.56
13:17:27,32.63
13:17:28,32.69
13:17:29,32.69
13:17:30,32.75
13:17:30,32.81
13:17:31,32.88
13:17:32,32.94
13:17:33,33.0
13:17:33,33.0
13:17:34,33.06
13:17:35,33.13
13:17:36,33.19
13:17:37,33.25
13:17:37,33.31
13:17:38,33.38
13:17:39,33.38
13:17:40,33.44
13:17:41,33.5
13:17:41,33.56
13:17:42,33.63
13:17:43,33.69
13:17:44,33.69
13:17:44,33.75
13:17:45,33.81
13:17:46,33.88
13:17:47,33.94
13:17:48,34.0
13:17:48,34.0
13:17:49,34.06
13:17:50,34.13
13:17:51,34.19
13:17:51,34.25
13:17:52,34.31
13:17:53,34.31
13:17:54,34.38
13:17:55,34.44
13:17:55,34.5
13:17:56,34.56
13:17:57,34.63
13:17:58,34.63
13:17:59,34.69
13:17:59,34.75
13:18:00,34.81
13:18:01,34.88
13:18:02,34.88
13:18:02,34.94
13:18:03,35.0
13:18:04,35.06
13:18:05,35.13
13:18:06,35.19
13:18:06,35.19
13:18:07,35.25
13:18:08,35.31
13:18:09,35.38
13:18:09,35.44
13:18:10,35.44
13:18:11,35.5
13:18:12,35.56
13:18:13,35.63
13:18:13,35.69
13:18:14,35.75
13:18:15,35.75
13:18:16,35.81
13:18:17,35.88
13:18:17,35.94
13:18:18,36.0
13:18:19,36.0
13:18:20,36.06
13:18:20,36.13
13:18:21,36.19
13:18:22,36.25
13:18:23,36.31
13:18:24,36.31
13:18:24,36.38
13:18:25,36.44
13:18:26,36.5
13:18:27,36.56
13:18:27,36.56
13:18:28,36.63
13:18:29,36.69
13:18:30,36.75
13:18:31,36.75
13:18:31,36.81
13:18:32,36.88
13:18:33,36.94
13:18:34,37.0
13:18:35,37.06
13:18:35,37.06
13:18:36,37.13
13:18:37,37.19
13:18:38,37.25
13:18:38,37.25
13:18:39,37.31
13:18:40,37.38
13:18:41,37.44
13:18:42,37.44
13:18:42,37.5
13:18:43,37.56
13:18:44,37.63
13:18:45,37.69
13:18:45,37.75
13:18:46,37.75
13:18:47,37.81
13:18:48,37.88
13:18:49,37.94
13:18:49,38.0
13:18:50,38.0
13:18:51,38.06
13:18:52,38.13
13:18:53,38.19
13:18:53,38.25
13:18:54,38.25
13:18:55,38.31
13:18:56,38.38
13:18:56,38.44
13:18:57,38.44
13:18:58,38.5
13:18:59,38.56
13:19:00,38.63
13:19:00,38.69
13:19:01,38.69
13:19:02,38.75
13:19:03,38.75
13:19:03,38.81
13:19:04,38.88
13:19:05,38.88
13:19:06,38.94
13:19:07,39.0
13:19:07,39.0
13:19:08,39.06
13:19:09,39.13
13:19:10,39.19
13:19:11,39.25
13:19:11,39.31
13:19:12,39.31
13:19:13,39.38
13:19:14,39.44
13:19:14,39.44
13:19:15,39.5
13:19:16,39.56
13:19:17,39.56
13:19:18,39.63
13:19:18,39.63
13:19:19,39.63
13:19:20,39.69
13:19:21,39.69
13:19:21,39.69
13:19:22,39.69
13:19:23,39.69
13:19:24,39.69
13:19:25,39.75
13:19:25,39.75
13:19:26,39.75
13:19:27,39.75
13:19:28,39.75
13:19:29,39.75
13:19:29,39.75
13:19:30,39.75
13:19:31,39.75
13:19:32,39.75
13:19:32,39.75
13:19:33,39.69
13:19:34,39.69
13:19:35,39.69
13:19:36,39.69
13:19:36,39.69
13:19:37,39.69
13:19:38,39.69
13:19:39,39.69
13:19:39,39.63
13:19:40,39.63
13:19:41,39.63
13:19:42,39.63
13:19:43,39.63
13:19:43,39.63
13:19:44,39.56
13:19:45,39.56
13:19:46,39.56
13:19:47,39.56
13:19:47,39.56
13:19:48,39.5
13:19:49,39.5
13:19:50,39.5
13:19:50,39.5
13:19:51,39.5
13:19:52,39.5
13:19:53,39.5
13:19:54,39.44
13:19:54,39.44
13:19:55,39.44
13:19:56,39.44
13:19:57,39.44
13:19:57,39.44
13:19:58,39.38
13:19:59,39.38
13:20:00,39.38
13:20:01,39.38
13:20:01,39.38
13:20:02,39.38
13:20:03,39.38
13:20:04,39.31
13:20:05,39.31
13:20:05,39.31
13:20:06,39.31
13:20:07,39.31
13:20:08,39.31
13:20:08,39.31
13:20:09,39.25
13:20:10,39.25
13:20:11,39.25
13:20:12,39.25
13:20:12,39.25
13:20:13,39.25
13:20:14,39.25
13:20:15,39.19
13:20:15,39.19
13:20:16,39.19
13:20:17,39.19
13:20:18,39.19
13:20:19,39.19
13:20:19,39.19
13:20:20,39.19
13:20:21,39.13
13:20:22,39.13
13:20:23,39.13
13:20:23,39.13
13:20:24,39.13
13:20:25,39.13
13:20:26,39.13
13:20:26,39.06
13:20:27,39.06
13:20:28,39.06
13:20:29,39.06
13:20:30,39.06
13:20:30,39.06
13:20:31,39.06
13:20:32,39.0
13:20:33,39.06
13:20:33,39.0
13:20:34,39.0
13:20:35,39.0
